Election District,County,Borough,Assembly District,City Council District
001/65,New York,Manhattan,65,1
002/65,New York,Manhattan,65,1
003/65,New York,Manhattan,65,1
004/65,New York,Manhattan,65,1
005/65,New York,Manhattan,65,1
006/65,New York,Manhattan,65,1
007/65,New York,Manhattan,65,1
008/65,New York,Manhattan,65,1
009/65,New York,Manhattan,65,1
010/65,New York,Manhattan,65,1
011/65,New York,Manhattan,65,1
012/65,New York,Manhattan,65,1
013/65,New York,Manhattan,65,1
014/65,New York,Manhattan,65,1
015/65,New York,Manhattan,65,1
016/65,New York,Manhattan,65,1
017/65,New York,Manhattan,65,1
018/65,New York,Manhattan,65,1
019/65,New York,Manhattan,65,1
020/65,New York,Manhattan,65,1
021/65,New York,Manhattan,65,1
022/65,New York,Manhattan,65,1
023/65,New York,Manhattan,65,1
024/65,New York,Manhattan,65,1
025/65,New York,Manhattan,65,1
026/65,New York,Manhattan,65,1
027/65,New York,Manhattan,65,1
028/65,New York,Manhattan,65,1
029/65,New York,Manhattan,65,1
030/65,New York,Manhattan,65,1
031/65,New York,Manhattan,65,1
032/65,New York,Manhattan,65,1
033/65,New York,Manhattan,65,1
034/65,New York,Manhattan,65,1
035/65,New York,Manhattan,65,1
036/65,New York,Manhattan,65,1
037/65,New York,Manhattan,65,1
038/65,New York,Manhattan,65,1
039/65,New York,Manhattan,65,1
040/65,New York,Manhattan,65,1
041/65,New York,Manhattan,65,1
042/65,New York,Manhattan,65,1
043/65,New York,Manhattan,65,2
044/65,New York,Manhattan,65,2
045/65,New York,Manhattan,65,2
046/65,New York,Manhattan,65,1
047/65,New York,Manhattan,65,1
048/65,New York,Manhattan,65,1
049/65,New York,Manhattan,65,2
050/65,New York,Manhattan,65,2
051/65,New York,Manhattan,65,1
052/65,New York,Manhattan,65,1
053/65,New York,Manhattan,65,1
054/65,New York,Manhattan,65,1
055/65,New York,Manhattan,65,1
056/65,New York,Manhattan,65,1
057/65,New York,Manhattan,65,1
058/65,New York,Manhattan,65,1
059/65,New York,Manhattan,65,1
060/65,New York,Manhattan,65,1
061/65,New York,Manhattan,65,1
062/65,New York,Manhattan,65,1
063/65,New York,Manhattan,65,1
064/65,New York,Manhattan,65,1
065/65,New York,Manhattan,65,1
066/65,New York,Manhattan,65,1
067/65,New York,Manhattan,65,1
068/65,New York,Manhattan,65,1
069/65,New York,Manhattan,65,1
070/65,New York,Manhattan,65,2
071/65,New York,Manhattan,65,1
072/65,New York,Manhattan,65,1
073/65,New York,Manhattan,65,1
074/65,New York,Manhattan,65,1
075/65,New York,Manhattan,65,1
076/65,New York,Manhattan,65,1
077/65,New York,Manhattan,65,2
078/65,New York,Manhattan,65,2
079/65,New York,Manhattan,65,2
080/65,New York,Manhattan,65,1
081/65,New York,Manhattan,65,1
082/65,New York,Manhattan,65,1
083/65,New York,Manhattan,65,2
085/65,New York,Manhattan,65,1
086/65,New York,Manhattan,65,1
087/65,New York,Manhattan,65,1
088/65,New York,Manhattan,65,1
089/65,New York,Manhattan,65,1
090/65,New York,Manhattan,65,1
091/65,New York,Manhattan,65,1
092/65,New York,Manhattan,65,1
093/65,New York,Manhattan,65,1
098/65,New York,Manhattan,65,2
099/65,New York,Manhattan,65,1
001/66,New York,Manhattan,66,1
002/66,New York,Manhattan,66,1
003/66,New York,Manhattan,66,1
004/66,New York,Manhattan,66,1
005/66,New York,Manhattan,66,1
006/66,New York,Manhattan,66,1
007/66,New York,Manhattan,66,1
008/66,New York,Manhattan,66,1
009/66,New York,Manhattan,66,1
010/66,New York,Manhattan,66,1
011/66,New York,Manhattan,66,1
012/66,New York,Manhattan,66,1
013/66,New York,Manhattan,66,1
014/66,New York,Manhattan,66,1
015/66,New York,Manhattan,66,1
016/66,New York,Manhattan,66,1
017/66,New York,Manhattan,66,1
018/66,New York,Manhattan,66,1
019/66,New York,Manhattan,66,1
020/66,New York,Manhattan,66,1
021/66,New York,Manhattan,66,1
022/66,New York,Manhattan,66,1
023/66,New York,Manhattan,66,1
024/66,New York,Manhattan,66,1
025/66,New York,Manhattan,66,1
026/66,New York,Manhattan,66,2
027/66,New York,Manhattan,66,2
028/66,New York,Manhattan,66,2
029/66,New York,Manhattan,66,2
030/66,New York,Manhattan,66,2
031/66,New York,Manhattan,66,2
032/66,New York,Manhattan,66,2
033/66,New York,Manhattan,66,2
034/66,New York,Manhattan,66,2
035/66,New York,Manhattan,66,2
036/66,New York,Manhattan,66,2
037/66,New York,Manhattan,66,2
038/66,New York,Manhattan,66,2
039/66,New York,Manhattan,66,2
040/66,New York,Manhattan,66,3
041/66,New York,Manhattan,66,3
042/66,New York,Manhattan,66,3
043/66,New York,Manhattan,66,2
044/66,New York,Manhattan,66,3
045/66,New York,Manhattan,66,1
046/66,New York,Manhattan,66,1
047/66,New York,Manhattan,66,1
048/66,New York,Manhattan,66,1
049/66,New York,Manhattan,66,1
050/66,New York,Manhattan,66,2
051/66,New York,Manhattan,66,2
052/66,New York,Manhattan,66,2
053/66,New York,Manhattan,66,2
054/66,New York,Manhattan,66,2
055/66,New York,Manhattan,66,2
056/66,New York,Manhattan,66,2
057/66,New York,Manhattan,66,2
058/66,New York,Manhattan,66,3
059/66,New York,Manhattan,66,3
060/66,New York,Manhattan,66,3
061/66,New York,Manhattan,66,3
062/66,New York,Manhattan,66,3
063/66,New York,Manhattan,66,1
064/66,New York,Manhattan,66,3
065/66,New York,Manhattan,66,1
066/66,New York,Manhattan,66,3
067/66,New York,Manhattan,66,3
068/66,New York,Manhattan,66,3
069/66,New York,Manhattan,66,3
070/66,New York,Manhattan,66,3
071/66,New York,Manhattan,66,3
072/66,New York,Manhattan,66,3
073/66,New York,Manhattan,66,3
074/66,New York,Manhattan,66,3
075/66,New York,Manhattan,66,3
076/66,New York,Manhattan,66,3
077/66,New York,Manhattan,66,3
078/66,New York,Manhattan,66,3
079/66,New York,Manhattan,66,3
080/66,New York,Manhattan,66,3
081/66,New York,Manhattan,66,3
082/66,New York,Manhattan,66,3
083/66,New York,Manhattan,66,3
084/66,New York,Manhattan,66,3
085/66,New York,Manhattan,66,3
086/66,New York,Manhattan,66,3
087/66,New York,Manhattan,66,3
088/66,New York,Manhattan,66,3
089/66,New York,Manhattan,66,3
090/66,New York,Manhattan,66,3
091/66,New York,Manhattan,66,1
092/66,New York,Manhattan,66,3
096/66,New York,Manhattan,66,3
097/66,New York,Manhattan,66,1
098/66,New York,Manhattan,66,3
099/66,New York,Manhattan,66,1
100/66,New York,Manhattan,66,1
101/66,New York,Manhattan,66,2
102/66,New York,Manhattan,66,2
103/66,New York,Manhattan,66,2
104/66,New York,Manhattan,66,1
105/66,New York,Manhattan,66,1
106/66,New York,Manhattan,66,2
001/67,New York,Manhattan,67,3
002/67,New York,Manhattan,67,3
003/67,New York,Manhattan,67,3
004/67,New York,Manhattan,67,3
005/67,New York,Manhattan,67,3
006/67,New York,Manhattan,67,3
007/67,New York,Manhattan,67,6
008/67,New York,Manhattan,67,3
009/67,New York,Manhattan,67,3
010/67,New York,Manhattan,67,3
011/67,New York,Manhattan,67,4
012/67,New York,Manhattan,67,3
013/67,New York,Manhattan,67,3
014/67,New York,Manhattan,67,3
015/67,New York,Manhattan,67,3
016/67,New York,Manhattan,67,3
017/67,New York,Manhattan,67,3
018/67,New York,Manhattan,67,3
019/67,New York,Manhattan,67,6
020/67,New York,Manhattan,67,6
021/67,New York,Manhattan,67,6
022/67,New York,Manhattan,67,3
023/67,New York,Manhattan,67,3
024/67,New York,Manhattan,67,3
025/67,New York,Manhattan,67,6
026/67,New York,Manhattan,67,6
027/67,New York,Manhattan,67,6
028/67,New York,Manhattan,67,6
029/67,New York,Manhattan,67,6
030/67,New York,Manhattan,67,6
031/67,New York,Manhattan,67,6
032/67,New York,Manhattan,67,6
033/67,New York,Manhattan,67,6
034/67,New York,Manhattan,67,6
035/67,New York,Manhattan,67,6
036/67,New York,Manhattan,67,6
037/67,New York,Manhattan,67,6
038/67,New York,Manhattan,67,6
039/67,New York,Manhattan,67,6
040/67,New York,Manhattan,67,6
041/67,New York,Manhattan,67,6
042/67,New York,Manhattan,67,6
043/67,New York,Manhattan,67,6
044/67,New York,Manhattan,67,6
045/67,New York,Manhattan,67,6
046/67,New York,Manhattan,67,6
047/67,New York,Manhattan,67,6
048/67,New York,Manhattan,67,6
049/67,New York,Manhattan,67,6
050/67,New York,Manhattan,67,6
051/67,New York,Manhattan,67,3
052/67,New York,Manhattan,67,6
053/67,New York,Manhattan,67,6
054/67,New York,Manhattan,67,6
055/67,New York,Manhattan,67,6
056/67,New York,Manhattan,67,6
057/67,New York,Manhattan,67,6
058/67,New York,Manhattan,67,6
059/67,New York,Manhattan,67,6
060/67,New York,Manhattan,67,6
061/67,New York,Manhattan,67,6
062/67,New York,Manhattan,67,6
063/67,New York,Manhattan,67,6
064/67,New York,Manhattan,67,6
065/67,New York,Manhattan,67,6
066/67,New York,Manhattan,67,6
067/67,New York,Manhattan,67,6
068/67,New York,Manhattan,67,6
069/67,New York,Manhattan,67,6
070/67,New York,Manhattan,67,6
071/67,New York,Manhattan,67,6
072/67,New York,Manhattan,67,6
073/67,New York,Manhattan,67,6
074/67,New York,Manhattan,67,6
075/67,New York,Manhattan,67,6
076/67,New York,Manhattan,67,6
077/67,New York,Manhattan,67,6
078/67,New York,Manhattan,67,6
079/67,New York,Manhattan,67,6
080/67,New York,Manhattan,67,6
081/67,New York,Manhattan,67,6
082/67,New York,Manhattan,67,6
083/67,New York,Manhattan,67,6
084/67,New York,Manhattan,67,6
085/67,New York,Manhattan,67,6
086/67,New York,Manhattan,67,6
087/67,New York,Manhattan,67,6
088/67,New York,Manhattan,67,6
089/67,New York,Manhattan,67,6
090/67,New York,Manhattan,67,6
091/67,New York,Manhattan,67,6
092/67,New York,Manhattan,67,6
093/67,New York,Manhattan,67,6
094/67,New York,Manhattan,67,6
095/67,New York,Manhattan,67,6
096/67,New York,Manhattan,67,6
097/67,New York,Manhattan,67,6
098/67,New York,Manhattan,67,6
099/67,New York,Manhattan,67,6
100/67,New York,Manhattan,67,6
101/67,New York,Manhattan,67,6
105/67,New York,Manhattan,67,6
106/67,New York,Manhattan,67,6
107/67,New York,Manhattan,67,6
108/67,New York,Manhattan,67,6
109/67,New York,Manhattan,67,3
110/67,New York,Manhattan,67,3
111/67,New York,Manhattan,67,3
112/67,New York,Manhattan,67,6
113/67,New York,Manhattan,67,3
114/67,New York,Manhattan,67,6
001/68,New York,Manhattan,68,5
002/68,New York,Manhattan,68,5
003/68,New York,Manhattan,68,5
004/68,New York,Manhattan,68,5
005/68,New York,Manhattan,68,5
006/68,New York,Manhattan,68,5
007/68,New York,Manhattan,68,4
008/68,New York,Manhattan,68,4
009/68,New York,Manhattan,68,4
010/68,New York,Manhattan,68,4
011/68,New York,Manhattan,68,4
012/68,New York,Manhattan,68,4
013/68,New York,Manhattan,68,5
014/68,New York,Manhattan,68,5
015/68,New York,Manhattan,68,5
016/68,New York,Manhattan,68,8
017/68,New York,Manhattan,68,8
018/68,New York,Manhattan,68,8
019/68,New York,Manhattan,68,8
020/68,New York,Manhattan,68,5
021/68,New York,Manhattan,68,8
022/68,New York,Manhattan,68,8
023/68,New York,Manhattan,68,8
024/68,New York,Manhattan,68,8
025/68,New York,Manhattan,68,5
026/68,New York,Manhattan,68,8
027/68,New York,Manhattan,68,8
028/68,New York,Manhattan,68,8
029/68,New York,Manhattan,68,8
030/68,New York,Manhattan,68,8
031/68,New York,Manhattan,68,9
032/68,New York,Manhattan,68,8
033/68,New York,Manhattan,68,9
034/68,New York,Manhattan,68,9
035/68,New York,Manhattan,68,8
036/68,New York,Manhattan,68,8
037/68,New York,Manhattan,68,8
038/68,New York,Manhattan,68,8
039/68,New York,Manhattan,68,8
040/68,New York,Manhattan,68,8
041/68,New York,Manhattan,68,8
042/68,New York,Manhattan,68,8
043/68,New York,Manhattan,68,8
044/68,New York,Manhattan,68,8
045/68,New York,Manhattan,68,8
046/68,New York,Manhattan,68,8
047/68,New York,Manhattan,68,8
048/68,New York,Manhattan,68,8
049/68,New York,Manhattan,68,8
050/68,New York,Manhattan,68,8
051/68,New York,Manhattan,68,8
052/68,New York,Manhattan,68,8
053/68,New York,Manhattan,68,8
054/68,New York,Manhattan,68,8
055/68,New York,Manhattan,68,8
056/68,New York,Manhattan,68,8
057/68,New York,Manhattan,68,9
058/68,New York,Manhattan,68,9
059/68,New York,Manhattan,68,9
060/68,New York,Manhattan,68,9
061/68,New York,Manhattan,68,9
062/68,New York,Manhattan,68,9
063/68,New York,Manhattan,68,8
064/68,New York,Manhattan,68,8
065/68,New York,Manhattan,68,8
066/68,New York,Manhattan,68,8
067/68,New York,Manhattan,68,8
068/68,New York,Manhattan,68,8
069/68,New York,Manhattan,68,8
070/68,New York,Manhattan,68,8
071/68,New York,Manhattan,68,8
072/68,New York,Manhattan,68,8
073/68,New York,Manhattan,68,8
074/68,New York,Manhattan,68,9
075/68,New York,Manhattan,68,8
076/68,New York,Manhattan,68,8
077/68,New York,Manhattan,68,8
078/68,New York,Manhattan,68,8
079/68,New York,Manhattan,68,8
080/68,New York,Manhattan,68,9
081/68,New York,Manhattan,68,9
082/68,New York,Manhattan,68,9
083/68,New York,Manhattan,68,9
084/68,New York,Manhattan,68,9
085/68,New York,Manhattan,68,9
086/68,New York,Manhattan,68,8
087/68,New York,Manhattan,68,9
088/68,New York,Manhattan,68,8
089/68,New York,Manhattan,68,8
090/68,New York,Manhattan,68,8
091/68,New York,Manhattan,68,8
092/68,New York,Manhattan,68,8
093/68,New York,Manhattan,68,8
094/68,New York,Manhattan,68,8
096/68,New York,Manhattan,68,9
097/68,New York,Manhattan,68,9
098/68,New York,Manhattan,68,9
099/68,New York,Manhattan,68,6
108/68,New York,Manhattan,68,9
109/68,New York,Manhattan,68,9
110/68,New York,Manhattan,68,8
111/68,New York,Manhattan,68,4
112/68,New York,Manhattan,68,5
113/68,New York,Manhattan,68,9
114/68,New York,Manhattan,68,8
115/68,New York,Manhattan,68,8
001/69,New York,Manhattan,69,6
002/69,New York,Manhattan,69,6
003/69,New York,Manhattan,69,6
004/69,New York,Manhattan,69,6
005/69,New York,Manhattan,69,6
006/69,New York,Manhattan,69,6
007/69,New York,Manhattan,69,6
008/69,New York,Manhattan,69,6
009/69,New York,Manhattan,69,6
010/69,New York,Manhattan,69,6
011/69,New York,Manhattan,69,6
012/69,New York,Manhattan,69,6
013/69,New York,Manhattan,69,6
014/69,New York,Manhattan,69,6
015/69,New York,Manhattan,69,6
016/69,New York,Manhattan,69,6
017/69,New York,Manhattan,69,6
018/69,New York,Manhattan,69,6
019/69,New York,Manhattan,69,6
020/69,New York,Manhattan,69,6
021/69,New York,Manhattan,69,6
022/69,New York,Manhattan,69,6
023/69,New York,Manhattan,69,6
024/69,New York,Manhattan,69,6
025/69,New York,Manhattan,69,6
026/69,New York,Manhattan,69,6
027/69,New York,Manhattan,69,6
028/69,New York,Manhattan,69,6
029/69,New York,Manhattan,69,6
030/69,New York,Manhattan,69,6
031/69,New York,Manhattan,69,6
032/69,New York,Manhattan,69,6
033/69,New York,Manhattan,69,6
034/69,New York,Manhattan,69,6
035/69,New York,Manhattan,69,6
036/69,New York,Manhattan,69,7
037/69,New York,Manhattan,69,7
038/69,New York,Manhattan,69,7
039/69,New York,Manhattan,69,7
040/69,New York,Manhattan,69,7
041/69,New York,Manhattan,69,7
042/69,New York,Manhattan,69,7
043/69,New York,Manhattan,69,7
044/69,New York,Manhattan,69,7
045/69,New York,Manhattan,69,6
046/69,New York,Manhattan,69,6
047/69,New York,Manhattan,69,6
048/69,New York,Manhattan,69,6
049/69,New York,Manhattan,69,6
050/69,New York,Manhattan,69,6
051/69,New York,Manhattan,69,6
052/69,New York,Manhattan,69,7
053/69,New York,Manhattan,69,7
054/69,New York,Manhattan,69,7
055/69,New York,Manhattan,69,7
056/69,New York,Manhattan,69,7
057/69,New York,Manhattan,69,7
058/69,New York,Manhattan,69,7
059/69,New York,Manhattan,69,7
060/69,New York,Manhattan,69,6
061/69,New York,Manhattan,69,6
062/69,New York,Manhattan,69,6
063/69,New York,Manhattan,69,6
064/69,New York,Manhattan,69,6
065/69,New York,Manhattan,69,6
066/69,New York,Manhattan,69,7
067/69,New York,Manhattan,69,7
068/69,New York,Manhattan,69,7
069/69,New York,Manhattan,69,7
070/69,New York,Manhattan,69,7
071/69,New York,Manhattan,69,7
072/69,New York,Manhattan,69,6
073/69,New York,Manhattan,69,7
074/69,New York,Manhattan,69,7
075/69,New York,Manhattan,69,7
076/69,New York,Manhattan,69,7
077/69,New York,Manhattan,69,7
078/69,New York,Manhattan,69,6
079/69,New York,Manhattan,69,7
080/69,New York,Manhattan,69,7
081/69,New York,Manhattan,69,7
082/69,New York,Manhattan,69,9
083/69,New York,Manhattan,69,7
084/69,New York,Manhattan,69,7
085/69,New York,Manhattan,69,7
086/69,New York,Manhattan,69,7
087/69,New York,Manhattan,69,7
088/69,New York,Manhattan,69,7
089/69,New York,Manhattan,69,7
090/69,New York,Manhattan,69,7
091/69,New York,Manhattan,69,7
092/69,New York,Manhattan,69,7
093/69,New York,Manhattan,69,7
094/69,New York,Manhattan,69,7
095/69,New York,Manhattan,69,7
096/69,New York,Manhattan,69,7
097/69,New York,Manhattan,69,7
098/69,New York,Manhattan,69,7
099/69,New York,Manhattan,69,7
100/69,New York,Manhattan,69,7
101/69,New York,Manhattan,69,7
102/69,New York,Manhattan,69,7
108/69,New York,Manhattan,69,7
109/69,New York,Manhattan,69,7
110/69,New York,Manhattan,69,6
111/69,New York,Manhattan,69,6
112/69,New York,Manhattan,69,6
113/69,New York,Manhattan,69,6
114/69,New York,Manhattan,69,7
115/69,New York,Manhattan,69,6
001/70,New York,Manhattan,70,9
002/70,New York,Manhattan,70,9
003/70,New York,Manhattan,70,9
004/70,New York,Manhattan,70,9
005/70,New York,Manhattan,70,9
006/70,New York,Manhattan,70,9
007/70,New York,Manhattan,70,9
008/70,New York,Manhattan,70,9
009/70,New York,Manhattan,70,9
010/70,New York,Manhattan,70,9
011/70,New York,Manhattan,70,9
012/70,New York,Manhattan,70,9
013/70,New York,Manhattan,70,9
014/70,New York,Manhattan,70,9
015/70,New York,Manhattan,70,9
016/70,New York,Manhattan,70,9
017/70,New York,Manhattan,70,9
018/70,New York,Manhattan,70,9
019/70,New York,Manhattan,70,9
020/70,New York,Manhattan,70,9
021/70,New York,Manhattan,70,9
022/70,New York,Manhattan,70,9
023/70,New York,Manhattan,70,9
024/70,New York,Manhattan,70,9
025/70,New York,Manhattan,70,9
026/70,New York,Manhattan,70,9
027/70,New York,Manhattan,70,9
028/70,New York,Manhattan,70,9
029/70,New York,Manhattan,70,9
030/70,New York,Manhattan,70,9
031/70,New York,Manhattan,70,9
032/70,New York,Manhattan,70,9
033/70,New York,Manhattan,70,9
034/70,New York,Manhattan,70,9
035/70,New York,Manhattan,70,9
036/70,New York,Manhattan,70,9
037/70,New York,Manhattan,70,9
038/70,New York,Manhattan,70,9
039/70,New York,Manhattan,70,9
040/70,New York,Manhattan,70,9
041/70,New York,Manhattan,70,9
042/70,New York,Manhattan,70,9
043/70,New York,Manhattan,70,9
044/70,New York,Manhattan,70,9
045/70,New York,Manhattan,70,9
046/70,New York,Manhattan,70,9
047/70,New York,Manhattan,70,9
048/70,New York,Manhattan,70,9
049/70,New York,Manhattan,70,9
050/70,New York,Manhattan,70,9
051/70,New York,Manhattan,70,9
052/70,New York,Manhattan,70,9
053/70,New York,Manhattan,70,9
054/70,New York,Manhattan,70,9
055/70,New York,Manhattan,70,9
056/70,New York,Manhattan,70,9
057/70,New York,Manhattan,70,9
058/70,New York,Manhattan,70,9
059/70,New York,Manhattan,70,9
060/70,New York,Manhattan,70,9
061/70,New York,Manhattan,70,9
062/70,New York,Manhattan,70,9
063/70,New York,Manhattan,70,9
064/70,New York,Manhattan,70,7
065/70,New York,Manhattan,70,7
066/70,New York,Manhattan,70,9
067/70,New York,Manhattan,70,7
068/70,New York,Manhattan,70,7
069/70,New York,Manhattan,70,9
070/70,New York,Manhattan,70,7
071/70,New York,Manhattan,70,7
072/70,New York,Manhattan,70,7
073/70,New York,Manhattan,70,7
074/70,New York,Manhattan,70,9
075/70,New York,Manhattan,70,9
076/70,New York,Manhattan,70,7
077/70,New York,Manhattan,70,7
078/70,New York,Manhattan,70,7
079/70,New York,Manhattan,70,7
080/70,New York,Manhattan,70,7
081/70,New York,Manhattan,70,7
082/70,New York,Manhattan,70,7
083/70,New York,Manhattan,70,7
084/70,New York,Manhattan,70,7
085/70,New York,Manhattan,70,7
086/70,New York,Manhattan,70,7
087/70,New York,Manhattan,70,7
088/70,New York,Manhattan,70,7
089/70,New York,Manhattan,70,7
090/70,New York,Manhattan,70,9
091/70,New York,Manhattan,70,9
092/70,New York,Manhattan,70,9
093/70,New York,Manhattan,70,9
098/70,New York,Manhattan,70,9
099/70,New York,Manhattan,70,7
100/70,New York,Manhattan,70,9
101/70,New York,Manhattan,70,9
102/70,New York,Manhattan,70,9
103/70,New York,Manhattan,70,9
104/70,New York,Manhattan,70,7
105/70,New York,Manhattan,70,9
106/70,New York,Manhattan,70,9
107/70,New York,Manhattan,70,9
108/70,New York,Manhattan,70,9
109/70,New York,Manhattan,70,7
110/70,New York,Manhattan,70,9
111/70,New York,Manhattan,70,9
001/71,New York,Manhattan,71,7
002/71,New York,Manhattan,71,7
003/71,New York,Manhattan,71,7
004/71,New York,Manhattan,71,7
005/71,New York,Manhattan,71,7
006/71,New York,Manhattan,71,7
007/71,New York,Manhattan,71,7
008/71,New York,Manhattan,71,9
009/71,New York,Manhattan,71,9
010/71,New York,Manhattan,71,10
011/71,New York,Manhattan,71,9
012/71,New York,Manhattan,71,9
013/71,New York,Manhattan,71,9
014/71,New York,Manhattan,71,9
015/71,New York,Manhattan,71,9
016/71,New York,Manhattan,71,9
017/71,New York,Manhattan,71,9
018/71,New York,Manhattan,71,9
019/71,New York,Manhattan,71,9
020/71,New York,Manhattan,71,9
021/71,New York,Manhattan,71,9
022/71,New York,Manhattan,71,9
023/71,New York,Manhattan,71,9
024/71,New York,Manhattan,71,9
025/71,New York,Manhattan,71,9
026/71,New York,Manhattan,71,7
027/71,New York,Manhattan,71,9
028/71,New York,Manhattan,71,7
029/71,New York,Manhattan,71,7
030/71,New York,Manhattan,71,7
031/71,New York,Manhattan,71,7
032/71,New York,Manhattan,71,7
033/71,New York,Manhattan,71,7
034/71,New York,Manhattan,71,7
035/71,New York,Manhattan,71,7
036/71,New York,Manhattan,71,7
037/71,New York,Manhattan,71,7
038/71,New York,Manhattan,71,7
039/71,New York,Manhattan,71,7
040/71,New York,Manhattan,71,7
041/71,New York,Manhattan,71,7
042/71,New York,Manhattan,71,7
043/71,New York,Manhattan,71,7
044/71,New York,Manhattan,71,7
045/71,New York,Manhattan,71,7
046/71,New York,Manhattan,71,7
047/71,New York,Manhattan,71,7
048/71,New York,Manhattan,71,7
049/71,New York,Manhattan,71,7
050/71,New York,Manhattan,71,7
051/71,New York,Manhattan,71,10
052/71,New York,Manhattan,71,7
053/71,New York,Manhattan,71,7
054/71,New York,Manhattan,71,7
055/71,New York,Manhattan,71,7
056/71,New York,Manhattan,71,7
057/71,New York,Manhattan,71,7
058/71,New York,Manhattan,71,7
059/71,New York,Manhattan,71,7
060/71,New York,Manhattan,71,7
061/71,New York,Manhattan,71,10
062/71,New York,Manhattan,71,10
063/71,New York,Manhattan,71,10
064/71,New York,Manhattan,71,10
065/71,New York,Manhattan,71,10
066/71,New York,Manhattan,71,10
067/71,New York,Manhattan,71,10
068/71,New York,Manhattan,71,9
069/71,New York,Manhattan,71,10
070/71,New York,Manhattan,71,10
071/71,New York,Manhattan,71,7
072/71,New York,Manhattan,71,10
073/71,New York,Manhattan,71,10
074/71,New York,Manhattan,71,10
075/71,New York,Manhattan,71,10
076/71,New York,Manhattan,71,10
077/71,New York,Manhattan,71,10
078/71,New York,Manhattan,71,10
079/71,New York,Manhattan,71,10
080/71,New York,Manhattan,71,10
081/71,New York,Manhattan,71,10
082/71,New York,Manhattan,71,10
083/71,New York,Manhattan,71,10
084/71,New York,Manhattan,71,10
085/71,New York,Manhattan,71,10
086/71,New York,Manhattan,71,10
087/71,New York,Manhattan,71,9
088/71,New York,Manhattan,71,9
089/71,New York,Manhattan,71,9
090/71,New York,Manhattan,71,9
091/71,New York,Manhattan,71,9
092/71,New York,Manhattan,71,7
093/71,New York,Manhattan,71,10
097/71,New York,Manhattan,71,10
098/71,New York,Manhattan,71,10
099/71,New York,Manhattan,71,10
100/71,New York,Manhattan,71,7
101/71,New York,Manhattan,71,7
102/71,New York,Manhattan,71,9
103/71,New York,Manhattan,71,7
104/71,New York,Manhattan,71,7
105/71,New York,Manhattan,71,9
106/71,New York,Manhattan,71,9
107/71,New York,Manhattan,71,9
108/71,New York,Manhattan,71,7
109/71,New York,Manhattan,71,9
001/72,New York,Manhattan,72,10
002/72,New York,Manhattan,72,10
003/72,New York,Manhattan,72,10
004/72,New York,Manhattan,72,10
005/72,New York,Manhattan,72,10
006/72,New York,Manhattan,72,10
007/72,New York,Manhattan,72,10
008/72,New York,Manhattan,72,10
009/72,New York,Manhattan,72,10
010/72,New York,Manhattan,72,10
011/72,New York,Manhattan,72,10
012/72,New York,Manhattan,72,10
013/72,New York,Manhattan,72,10
014/72,New York,Manhattan,72,10
015/72,New York,Manhattan,72,10
016/72,New York,Manhattan,72,10
017/72,New York,Manhattan,72,10
018/72,New York,Manhattan,72,10
019/72,New York,Manhattan,72,10
020/72,New York,Manhattan,72,10
021/72,New York,Manhattan,72,10
022/72,New York,Manhattan,72,10
023/72,New York,Manhattan,72,10
024/72,New York,Manhattan,72,10
025/72,New York,Manhattan,72,10
026/72,New York,Manhattan,72,10
027/72,New York,Manhattan,72,10
028/72,New York,Manhattan,72,10
029/72,New York,Manhattan,72,10
030/72,New York,Manhattan,72,10
031/72,New York,Manhattan,72,10
032/72,New York,Manhattan,72,10
033/72,New York,Manhattan,72,10
034/72,New York,Manhattan,72,10
035/72,New York,Manhattan,72,10
036/72,New York,Manhattan,72,10
037/72,New York,Manhattan,72,10
038/72,New York,Manhattan,72,10
039/72,New York,Manhattan,72,10
040/72,New York,Manhattan,72,10
041/72,New York,Manhattan,72,10
042/72,New York,Manhattan,72,10
043/72,New York,Manhattan,72,10
044/72,New York,Manhattan,72,10
045/72,New York,Manhattan,72,10
046/72,New York,Manhattan,72,10
047/72,New York,Manhattan,72,10
048/72,New York,Manhattan,72,10
049/72,New York,Manhattan,72,10
050/72,New York,Manhattan,72,10
051/72,New York,Manhattan,72,10
052/72,New York,Manhattan,72,10
053/72,New York,Manhattan,72,10
054/72,New York,Manhattan,72,10
055/72,New York,Manhattan,72,10
056/72,New York,Manhattan,72,10
057/72,New York,Manhattan,72,10
058/72,New York,Manhattan,72,10
059/72,New York,Manhattan,72,10
060/72,New York,Manhattan,72,10
061/72,New York,Manhattan,72,10
062/72,New York,Manhattan,72,10
063/72,New York,Manhattan,72,10
064/72,New York,Manhattan,72,10
065/72,New York,Manhattan,72,10
066/72,New York,Manhattan,72,10
067/72,New York,Manhattan,72,10
068/72,New York,Manhattan,72,10
069/72,New York,Manhattan,72,10
070/72,New York,Manhattan,72,10
071/72,New York,Manhattan,72,10
072/72,New York,Manhattan,72,10
073/72,New York,Manhattan,72,10
074/72,New York,Manhattan,72,10
075/72,New York,Manhattan,72,10
076/72,New York,Manhattan,72,10
077/72,New York,Manhattan,72,10
078/72,New York,Manhattan,72,10
079/72,New York,Manhattan,72,10
086/72,New York,Manhattan,72,10
087/72,New York,Manhattan,72,10
088/72,New York,Manhattan,72,10
089/72,New York,Manhattan,72,10
090/72,New York,Manhattan,72,10
091/72,New York,Manhattan,72,10
